AGREEMENT_RK,AGE,GENDER,EDUCATION,MARITAL_STATUS,CHILD_TOTAL,DEPENDANTS,SOCSTATUS_WORK_FL,SOCSTATUS_PENS_FL,OWN_AUTO,FL_PRESENCE_FL,FAMILY_INCOME,PERSONAL_INCOME,CREDIT,LOAN_NUM_TOTAL,LOAN_NUM_CLOSED,TARGET
61519206,32,1,Среднее специальное,Состою в браке,1,1,1,0,0,0,от 20000 до 50000 руб.,20000,19751,1,0,1
61976033,25,0,Среднее,Состою в браке,1,1,1,0,0,0,от 20000 до 50000 руб.,14000,26875,1,0,0
64471255,58,0,Высшее,Состою в браке,0,0,1,1,0,1,от 20000 до 50000 руб.,23000,18910,1,0,0
74015050,24,1,Среднее специальное,Не состоял в браке,0,0,1,0,0,0,от 10000 до 20000 руб.,6000,4595,1,1,0
67332149,46,1,Среднее специальное,Не состоял в браке,1,1,1,0,0,0,от 10000 до 20000 руб.,19000,22617,1,0,1
62791541,40,0,Среднее,Состою в браке,2 и больше,2 и больше,1,0,1,1,от 20000 до 50000 руб.,15000,28684,1,0,0
66708784,55,1,Среднее,Состою в браке,2 и больше,0,1,0,0,0,от 5000 до 10000 руб.,4500,6809,2,1,0
67158859,53,0,Среднее специальное,Состою в браке,0,0,1,0,1,0,от 20000 до 50000 руб.,25000,24000,1,1,0
64460102,55,1,Среднее,Состою в браке,2 и больше,0,0,1,0,0,от 20000 до 50000 руб.,9000,22525,1,0,0
63898991,29,0,Высшее,Состою в браке,0,0,1,0,0,0,от 10000 до 20000 руб.,15000,16480,1,0,0
67081432,48,1,Среднее,Не состоял в браке,0,0,1,0,0,1,от 5000 до 10000 руб.,10000,20000,4,4,0
61426116,56,1,Среднее специальное,Состою в браке,2 и больше,0,1,0,0,0,от 10000 до 20000 руб.,8000,18414,1,0,0
72273546,52,1,Среднее специальное,Состою в браке,0,0,1,0,0,0,от 5000 до 10000 руб.,5500,7574,1,0,0
67426416,49,1,Среднее,Вдовец/Вдова,2 и больше,2 и больше,0,1,0,1,от 10000 до 20000 руб.,10000,9899,3,2,0
73838596,25,1,Среднее специальное,Состою в браке,1,1,1,0,0,0,от 5000 до 10000 руб.,9000,7380,1,0,0
63912087,23,0,Среднее специальное,Состою в браке,1,1,1,0,0,1,от 10000 до 20000 руб.,8000,14140,1,0,0
61535001,62,1,Высшее,Состою в браке,2 и больше,0,0,1,0,1,от 10000 до 20000 руб.,10000,6740,1,1,0
65502217,26,0,Высшее,Состою в браке,1,1,1,0,0,0,от 20000 до 50000 руб.,16000,5190,1,1,0
60093670,22,0,Среднее специальное,Не состоял в браке,0,0,1,0,0,0,от 10000 до 20000 руб.,10000,15914,1,0,0
61968208,49,0,Среднее специальное,Состою в браке,1,2 и больше,1,0,1,0,от 10000 до 20000 руб.,16900,5824,1,1,0
62435062,35,1,Среднее,Состою в браке,2 и больше,2 и больше,1,0,0,0,от 20000 до 50000 руб.,12000,11289,1,1,0
66890457,55,0,Высшее,Состою в браке,0,0,1,0,0,1,от 10000 до 20000 руб.,15000,9107,3,3,0
63629583,31,1,Высшее,Состою в браке,1,1,1,0,0,0,от 20000 до 50000 руб.,12000,2000,1,1,0
59972495,38,1,Среднее специальное,Разведен(а),1,1,1,0,1,1,от 20000 до 50000 руб.,24000,34766,1,1,0
60101132,25,0,Высшее,Состою в браке,0,0,1,0,0,0,от 20000 до 50000 руб.,14000,12304,1,0,0
74958784,25,0,Среднее,Не состоял в браке,0,0,1,0,0,1,от 5000 до 10000 руб.,10000,10290,2,1,0
72263902,37,1,Высшее,Вдовец/Вдова,1,0,1,0,0,1,от 10000 до 20000 руб.,12000,5220,1,0,0
61066622,45,0,Среднее специальное,Не состоял в браке,0,0,1,0,0,0,от 20000 до 50000 руб.,30000,6000,1,1,0
72287116,31,1,Среднее специальное,Разведен(а),1,1,1,0,0,1,от 10000 до 20000 руб.,7500,2125,1,1,0
66739987,36,0,Среднее,Состою в браке,1,1,1,0,1,1,от 20000 до 50000 руб.,20000,6342,2,2,0
67273246,32,0,Среднее,Состою в браке,1,1,1,0,1,0,от 20000 до 50000 руб.,25000,9526,1,0,0
66960515,48,1,Среднее,Состою в браке,0,0,1,0,0,0,от 5000 до 10000 руб.,7500,5000,1,0,0
63918108,42,0,Среднее специальное,Состою в браке,2 и больше,2 и больше,1,0,0,0,от 20000 до 50000 руб.,20000,30673,1,0,0
67548114,33,1,Среднее,Состою в браке,1,1,1,0,0,0,от 20000 до 50000 руб.,10000,27190,1,0,0
60378366,34,0,Среднее специальное,Состою в браке,1,1,1,0,0,0,от 20000 до 50000 руб.,14000,3167,1,0,0
61236027,27,1,Высшее,Состою в браке,0,0,1,0,0,0,от 20000 до 50000 руб.,23000,13298,1,1,0
61315360,33,0,Среднее специальное,Состою в браке,2 и больше,2 и больше,1,0,0,0,от 10000 до 20000 руб.,6000,6500,1,0,0
67015402,43,1,Среднее,Состою в браке,1,0,1,0,0,0,от 20000 до 50000 руб.,14000,7590,1,1,0
64277141,32,1,Высшее,Состою в браке,1,0,1,0,0,0,от 10000 до 20000 руб.,7000,14940,1,1,0
75032045,39,1,Среднее,Не состоял в браке,2 и больше,1,1,0,0,0,от 10000 до 20000 руб.,13000,3737,2,2,0
67436837,22,0,Среднее,Не состоял в браке,0,0,1,0,0,0,от 20000 до 50000 руб.,13000,8102,1,0,0
61531631,53,1,Среднее специальное,Состою в браке,2 и больше,0,1,0,0,0,от 10000 до 20000 руб.,11000,27130,1,0,0
67434497,52,0,Среднее,Состою в браке,2 и больше,0,1,0,1,0,от 20000 до 50000 руб.,17000,24900,4,3,0
64447953,53,1,Среднее специальное,Состою в браке,2 и больше,0,1,0,0,1,от 10000 до 20000 руб.,5500,18849,1,0,0
62035093,31,1,Среднее специальное,Не состоял в браке,0,0,1,0,0,0,от 10000 до 20000 руб.,10000,6619,1,0,0
67229702,50,0,Высшее,Состою в браке,0,0,1,0,0,1,от 10000 до 20000 руб.,9000,26280,1,0,0
73841970,52,0,Среднее специальное,Состою в браке,0,0,1,0,0,0,от 10000 до 20000 руб.,10000,11600,2,2,1
64435754,22,0,Среднее,Не состоял в браке,0,0,1,0,0,0,от 20000 до 50000 руб.,21000,3699,1,0,0
75272351,40,1,Среднее,Состою в браке,0,0,1,0,0,0,от 10000 до 20000 руб.,8000,4300,1,1,0
74478393,43,0,Высшее,Состою в браке,1,1,1,0,0,0,от 20000 до 50000 руб.,25000,15599,1,0,0
61163579,34,1,Высшее,Разведен(а),1,1,1,0,0,1,от 20000 до 50000 руб.,30000,78550,1,0,0
62985035,46,0,Среднее специальное,Состою в браке,0,0,1,0,0,0,от 10000 до 20000 руб.,15000,8405,1,0,0
62089471,38,1,Среднее,Не состоял в браке,2 и больше,2 и больше,1,0,0,0,от 5000 до 10000 руб.,4800,4320,1,0,0
67214892,40,0,Среднее специальное,Состою в браке,1,1,1,0,1,0,от 5000 до 10000 руб.,7800,23940,1,0,0
62017514,28,1,Среднее,Состою в браке,2 и больше,2 и больше,1,0,0,1,от 20000 до 50000 руб.,12000,34641,1,0,0
62241422,39,0,Среднее,Разведен(а),1,1,1,0,0,0,от 10000 до 20000 руб.,14000,6887,1,0,0
64586891,36,1,Высшее,Разведен(а),1,1,1,0,0,0,от 20000 до 50000 руб.,18000,4500,1,1,0
60469656,40,1,Среднее специальное,Состою в браке,2 и больше,1,1,0,0,0,от 10000 до 20000 руб.,7000,27922,2,1,0
60053344,48,1,Среднее,Разведен(а),0,0,1,0,0,1,от 5000 до 10000 руб.,6000,11698,1,0,0
61931375,47,1,Высшее,Состою в браке,2 и больше,1,1,1,0,1,от 10000 до 20000 руб.,15000,8750,1,1,0
74831020,48,0,Высшее,Разведен(а),1,0,1,0,0,1,свыше 50000 руб.,60000,96490,1,0,0
65204994,46,1,Среднее специальное,Разведен(а),2 и больше,0,1,0,0,0,от 20000 до 50000 руб.,9000,5400,1,0,0
74036165,57,1,Среднее,Состою в браке,0,0,0,1,0,0,от 10000 до 20000 руб.,6359,6080,1,0,0
62436271,55,1,Среднее,Не состоял в браке,2 и больше,0,1,0,0,0,от 5000 до 10000 руб.,6000,7370,1,0,1
61102905,44,0,Среднее специальное,Состою в браке,0,0,1,0,1,0,от 10000 до 20000 руб.,10000,23774,1,1,0
59967229,57,0,Высшее,Состою в браке,2 и больше,0,1,1,0,1,от 10000 до 20000 руб.,14000,27518,1,0,0
63634314,42,0,Высшее,Состою в браке,2 и больше,2 и больше,1,0,0,0,от 20000 до 50000 руб.,38000,15856,1,1,0
61161814,64,1,Среднее специальное,Состою в браке,2 и больше,0,0,1,0,0,от 10000 до 20000 руб.,14000,32370,1,0,0
61966705,50,0,Среднее специальное,Состою в браке,2 и больше,0,1,0,1,1,от 20000 до 50000 руб.,18000,31790,1,0,0
63003726,55,1,Среднее специальное,Разведен(а),1,0,1,0,0,1,от 10000 до 20000 руб.,9000,12990,1,0,0
67139489,28,1,Среднее,Состою в браке,0,0,1,0,1,0,от 20000 до 50000 руб.,35000,11180,3,3,0
59961994,39,1,Среднее специальное,Состою в браке,2 и больше,2 и больше,1,0,0,0,от 10000 до 20000 руб.,10000,12250,1,0,0
64338486,27,1,Среднее специальное,Не состоял в браке,1,1,1,0,0,1,от 10000 до 20000 руб.,14000,14570,1,1,0
63998071,42,0,Высшее,Состою в браке,1,1,1,0,0,0,от 10000 до 20000 руб.,17000,17425,2,1,0
64849956,54,1,Среднее специальное,Не состоял в браке,0,0,1,0,1,0,от 10000 до 20000 руб.,18000,20229,1,0,0
60091172,53,1,Среднее специальное,Состою в браке,2 и больше,0,1,0,0,1,от 10000 до 20000 руб.,8000,13615,1,0,0
62503504,47,1,Среднее специальное,Состою в браке,0,0,1,0,0,0,от 10000 до 20000 руб.,10000,2000,1,1,0
67087053,22,1,Среднее специальное,Не состоял в браке,0,0,1,0,0,0,от 20000 до 50000 руб.,24000,20477,1,1,0
66904125,31,0,Среднее специальное,Состою в браке,1,1,1,0,0,0,от 20000 до 50000 руб.,17000,2633,1,1,0
74025585,62,1,Среднее,Вдовец/Вдова,2 и больше,0,1,1,0,0,от 5000 до 10000 руб.,9200,2440,1,0,1
63986290,55,0,Среднее специальное,Не состоял в браке,0,0,1,1,0,0,от 10000 до 20000 руб.,17700,15705,1,1,0
73845011,29,0,Среднее специальное,Не состоял в браке,1,1,1,0,0,1,от 20000 до 50000 руб.,23000,40534,1,0,1
64848842,43,1,Среднее специальное,Состою в браке,1,1,1,0,0,0,от 10000 до 20000 руб.,5300,8869,1,0,0
66857711,44,0,Неполное среднее,Состою в браке,2 и больше,1,1,0,1,0,от 10000 до 20000 руб.,15000,12000,2,2,0
67011546,39,0,Высшее,Состою в браке,0,0,1,0,1,1,от 20000 до 50000 руб.,10000,26510,1,1,0
74016516,58,1,Среднее,Состою в браке,2 и больше,0,0,1,0,0,от 20000 до 50000 руб.,6000,19930,1,0,0
62373610,62,1,Неполное среднее,Состою в браке,0,0,0,1,0,1,от 10000 до 20000 руб.,5000,14065,1,0,0
67310268,24,1,Высшее,Состою в браке,1,1,1,0,0,0,от 20000 до 50000 руб.,8500,14780,1,0,0
61958779,27,1,Среднее специальное,Состою в браке,0,0,1,0,0,0,от 10000 до 20000 руб.,6000,10670,1,0,0
74945548,45,1,Высшее,Состою в браке,2 и больше,1,1,0,0,1,от 20000 до 50000 руб.,18500,13000,2,1,0
67419389,50,1,Среднее,Состою в браке,1,1,1,0,0,0,от 10000 до 20000 руб.,8000,11260,2,1,0
72266955,61,1,Среднее специальное,Состою в браке,2 и больше,0,0,1,0,0,от 10000 до 20000 руб.,8000,15290,1,0,0
60047783,27,1,Высшее,Состою в браке,1,1,1,0,0,0,от 20000 до 50000 руб.,16000,16743,1,0,0
64434375,37,1,Среднее специальное,Состою в браке,2 и больше,2 и больше,1,0,0,0,свыше 50000 руб.,30000,8549,1,0,1
61256444,54,1,Среднее специальное,Состою в браке,0,0,1,0,0,1,от 10000 до 20000 руб.,12000,17000,1,0,0
61066669,59,1,Среднее специальное,Состою в браке,0,0,0,1,0,1,от 10000 до 20000 руб.,9000,11280,1,1,0
62489943,28,1,Высшее,Не состоял в браке,0,0,1,0,0,1,от 10000 до 20000 руб.,12000,3540,1,1,0
60036099,42,1,Среднее специальное,Состою в браке,0,0,1,0,0,0,от 10000 до 20000 руб.,7000,29680,1,0,0
65484404,22,1,Среднее,Гражданский брак,0,0,1,0,0,0,от 20000 до 50000 руб.,12000,15354,1,1,0
61526911,36,0,Среднее специальное,Состою в браке,1,1,1,0,1,1,от 10000 до 20000 руб.,8000,8100,1,1,0
62014311,26,1,Высшее,Состою в браке,1,1,1,0,0,0,от 20000 до 50000 руб.,6500,6000,1,0,1
67160973,38,1,Высшее,Не состоял в браке,0,0,1,0,0,0,от 20000 до 50000 руб.,45000,11303,1,1,0
64363474,26,1,Высшее,Не состоял в браке,0,0,1,0,0,1,от 20000 до 50000 руб.,30000,15999,1,0,0
63908969,55,0,Среднее специальное,Состою в браке,0,0,1,1,0,0,от 10000 до 20000 руб.,23000,42320,1,0,0
74486314,35,0,Высшее,Состою в браке,0,2 и больше,1,0,0,0,свыше 50000 руб.,28000,22711,1,0,1
61364475,36,1,Высшее,Состою в браке,2 и больше,2 и больше,1,0,0,1,от 20000 до 50000 руб.,17000,21487,1,0,0
61235629,55,1,Среднее специальное,Состою в браке,1,0,1,0,0,0,от 10000 до 20000 руб.,7000,7101,1,1,0
60449979,48,0,Среднее специальное,Не состоял в браке,0,0,1,0,0,0,от 20000 до 50000 руб.,15000,22000,1,0,0
74943888,33,1,Высшее,Разведен(а),1,1,1,0,0,0,от 20000 до 50000 руб.,20000,33920,2,2,0
61295299,41,1,Среднее,Состою в браке,2 и больше,0,1,0,0,0,от 20000 до 50000 руб.,10000,25840,1,0,0
74021385,56,1,Среднее,Не состоял в браке,1,0,0,1,0,1,от 10000 до 20000 руб.,4700,7170,1,0,0
64596647,43,0,Среднее специальное,Разведен(а),1,1,1,0,0,1,от 20000 до 50000 руб.,15000,3048,1,1,1
75028988,25,1,Среднее,Состою в браке,0,0,1,0,0,1,от 20000 до 50000 руб.,20000,26051,1,1,0
61358878,39,1,Среднее специальное,Разведен(а),1,1,1,0,0,0,от 5000 до 10000 руб.,7000,8097,1,0,1
67231890,62,0,Высшее,Состою в браке,0,0,1,0,1,0,от 10000 до 20000 руб.,12000,5966,2,2,0
66833492,41,0,Среднее,Состою в браке,2 и больше,2 и больше,1,0,0,1,от 10000 до 20000 руб.,11000,7590,3,2,0
64551759,53,1,Среднее специальное,Состою в браке,0,0,1,0,0,1,от 10000 до 20000 руб.,6000,14004,1,0,0
62935808,35,0,Среднее,Не состоял в браке,0,0,1,0,0,0,от 5000 до 10000 руб.,8500,6779,1,0,0
61455892,35,1,Среднее,Состою в браке,2 и больше,2 и больше,1,0,1,0,от 10000 до 20000 руб.,7800,6000,2,2,0
61522910,37,1,Среднее,Состою в браке,2 и больше,2 и больше,1,0,0,0,от 20000 до 50000 руб.,14000,26300,1,0,0
73839746,45,0,Среднее,Состою в браке,2 и больше,2 и больше,1,0,1,0,от 20000 до 50000 руб.,20000,21690,2,2,0
66592578,41,1,Среднее,Состою в браке,2 и больше,2 и больше,1,0,0,0,от 5000 до 10000 руб.,10000,23985,3,3,0
67013739,32,0,Среднее,Состою в браке,1,1,1,0,1,1,от 20000 до 50000 руб.,25000,18990,2,1,0
73846373,58,1,Среднее,Вдовец/Вдова,2 и больше,0,0,1,0,0,от 10000 до 20000 руб.,7200,21646,1,0,0
63909149,46,0,Среднее,Состою в браке,0,0,1,0,0,0,от 20000 до 50000 руб.,30000,21270,1,0,0
64885096,55,1,Среднее специальное,Не состоял в браке,2 и больше,0,1,1,0,1,от 20000 до 50000 руб.,20000,18900,1,0,1
65245205,61,1,Среднее специальное,Не состоял в браке,0,0,1,0,0,0,от 10000 до 20000 руб.,12000,18690,1,1,0
63982395,32,1,Высшее,Состою в браке,1,1,1,0,0,0,от 10000 до 20000 руб.,8000,5488,1,1,0
65420625,44,1,Высшее,Состою в браке,2 и больше,2 и больше,1,0,0,0,от 10000 до 20000 руб.,5000,3490,1,1,0
64001649,31,1,Среднее специальное,Состою в браке,1,1,1,0,0,0,от 10000 до 20000 руб.,10000,17820,1,1,0
62246764,52,1,Среднее,Вдовец/Вдова,1,1,1,0,0,1,от 10000 до 20000 руб.,10000,3682,1,0,0
61241013,50,1,Среднее специальное,Состою в браке,2 и больше,1,1,0,0,0,от 5000 до 10000 руб.,4300,13100,1,0,0
62509607,23,0,Высшее,Не состоял в браке,0,0,1,0,0,0,от 10000 до 20000 руб.,10000,3768,1,1,0
67439411,32,1,Среднее специальное,Разведен(а),0,0,1,0,0,1,от 10000 до 20000 руб.,13000,14645,1,0,1
67326275,39,1,Среднее,Разведен(а),1,1,1,0,0,1,от 10000 до 20000 руб.,10000,13140,2,1,0
62593523,34,1,Высшее,Не состоял в браке,0,0,1,0,0,1,от 10000 до 20000 руб.,11000,12280,1,0,0
66433683,54,1,Среднее,Состою в браке,2 и больше,0,1,0,0,0,от 10000 до 20000 руб.,12000,6000,3,3,0
65490490,40,1,Высшее,Разведен(а),1,0,1,0,0,0,от 10000 до 20000 руб.,10000,3628,3,3,0
60058750,60,1,Среднее,Не состоял в браке,2 и больше,0,0,1,0,1,от 5000 до 10000 руб.,6200,8543,1,0,0
67445120,39,1,Среднее специальное,Состою в браке,2 и больше,2 и больше,1,0,0,1,от 20000 до 50000 руб.,14000,15010,2,1,0
64365804,22,1,Неполное среднее,Состою в браке,1,1,1,0,0,0,от 20000 до 50000 руб.,13000,12396,1,0,1
62165471,58,1,Среднее специальное,Состою в браке,0,0,1,1,0,1,от 20000 до 50000 руб.,22000,15210,1,0,0
72286237,55,1,Среднее,Разведен(а),2 и больше,0,1,1,0,0,от 5000 до 10000 руб.,8000,7990,1,0,0
59918152,34,0,Среднее,Состою в браке,2 и больше,2 и больше,1,0,0,0,от 10000 до 20000 руб.,6000,3000,1,1,1
66699839,23,1,Среднее,Не состоял в браке,0,0,1,0,0,0,от 20000 до 50000 руб.,25000,29094,1,0,0
64283661,42,1,Среднее специальное,Разведен(а),2 и больше,2 и больше,1,0,0,0,от 10000 до 20000 руб.,18000,12044,1,1,0
64348675,35,1,Неполное среднее,Состою в браке,2 и больше,2 и больше,1,0,0,0,от 10000 до 20000 руб.,14000,8905,1,0,1
74552326,52,1,Среднее,Не состоял в браке,0,0,1,0,0,0,от 10000 до 20000 руб.,12000,17811,2,1,0
63373690,38,1,Среднее специальное,Разведен(а),1,1,1,0,0,0,от 20000 до 50000 руб.,35000,18440,1,1,0
67148752,32,1,Высшее,Не состоял в браке,0,0,1,0,0,0,от 20000 до 50000 руб.,20000,10890,1,1,0
60444034,41,0,Среднее специальное,Состою в браке,2 и больше,2 и больше,1,0,0,0,свыше 50000 руб.,30000,10390,1,0,1
66597646,48,1,Среднее,Состою в браке,1,1,1,0,0,0,от 10000 до 20000 руб.,5500,9400,2,2,0
75006985,26,1,Среднее,Состою в браке,0,0,1,0,1,1,от 20000 до 50000 руб.,10000,4000,3,3,0
67166661,29,1,Среднее,Состою в браке,1,1,1,0,1,1,от 20000 до 50000 руб.,10000,5999,3,3,0
74528272,24,1,Высшее,Не состоял в браке,0,0,1,0,0,0,от 10000 до 20000 руб.,10000,5185,1,1,0
60453376,55,1,Высшее,Состою в браке,1,1,1,0,0,1,свыше 50000 руб.,20000,25570,1,0,0
67221442,35,1,Высшее,Состою в браке,2 и больше,2 и больше,1,0,0,0,от 20000 до 50000 руб.,10000,3561,3,1,1
66750660,23,1,Среднее специальное,Состою в браке,1,1,1,0,0,0,от 10000 до 20000 руб.,12000,8390,1,1,0
73850000,58,1,Среднее специальное,Разведен(а),0,0,0,1,0,0,от 10000 до 20000 руб.,8000,11488,1,0,0
61934332,34,1,Высшее,Состою в браке,1,1,1,0,0,0,от 20000 до 50000 руб.,25000,12570,2,1,0
66325360,38,1,Среднее,Не состоял в браке,1,1,1,0,0,1,от 10000 до 20000 руб.,8000,17320,2,2,0
62596882,42,1,Среднее специальное,Состою в браке,2 и больше,2 и больше,1,0,0,0,от 20000 до 50000 руб.,12000,5005,1,0,0
66901184,31,1,Среднее специальное,Состою в браке,2 и больше,2 и больше,1,0,0,0,от 10000 до 20000 руб.,5000,6520,3,2,0
61966012,44,1,Высшее,Состою в браке,1,0,1,0,0,0,от 10000 до 20000 руб.,15000,6500,1,1,0
62258967,28,1,Среднее специальное,Не состоял в браке,0,0,1,0,0,1,от 5000 до 10000 руб.,10000,38718,2,1,0
67334843,55,1,Среднее специальное,Состою в браке,0,0,1,1,0,0,от 10000 до 20000 руб.,10000,12782,1,0,0
66743627,54,1,Среднее,Вдовец/Вдова,1,1,1,1,0,0,от 10000 до 20000 руб.,9700,21858,1,1,0
66314805,58,1,Среднее,Состою в браке,0,0,1,1,0,0,от 10000 до 20000 руб.,14000,5299,3,3,0
62141090,33,1,Высшее,Состою в браке,1,1,1,0,0,0,от 20000 до 50000 руб.,15000,24174,1,0,0
66414157,53,1,Среднее,Состою в браке,2 и больше,1,1,0,0,0,от 5000 до 10000 руб.,4000,7530,3,3,0
63332055,25,0,Среднее специальное,Состою в браке,1,1,1,0,0,0,от 10000 до 20000 руб.,9200,6680,1,1,0
62389375,25,0,Среднее специальное,Состою в браке,1,1,1,0,0,1,от 20000 до 50000 руб.,17000,17838,1,0,1
75288099,23,1,Среднее специальное,Состою в браке,1,1,1,0,0,0,от 10000 до 20000 руб.,10000,25515,1,0,0
66082968,22,1,Среднее специальное,Не состоял в браке,0,0,1,0,0,0,от 10000 до 20000 руб.,4400,4450,2,2,0
64600007,50,0,Среднее,Состою в браке,2 и больше,0,1,0,0,1,от 20000 до 50000 руб.,25000,16550,1,1,0
62806595,60,1,Среднее специальное,Состою в браке,0,0,0,1,0,0,от 10000 до 20000 руб.,6000,17530,1,0,0
60446285,33,1,Неполное среднее,Вдовец/Вдова,2 и больше,2 и больше,1,0,0,0,от 20000 до 50000 руб.,24000,4500,1,1,1
62792645,37,1,Среднее специальное,Состою в браке,1,1,1,0,0,0,от 10000 до 20000 руб.,10000,17424,1,0,0
62254212,24,0,Среднее специальное,Не состоял в браке,0,0,1,0,0,0,от 10000 до 20000 руб.,15000,19500,2,1,0
62138364,52,1,Среднее специальное,Состою в браке,1,0,1,0,0,0,от 10000 до 20000 руб.,5000,22692,1,0,0
61925709,39,1,Среднее,Состою в браке,2 и больше,1,1,0,0,1,от 10000 до 20000 руб.,7000,3590,1,1,0
60111707,39,1,Среднее специальное,Разведен(а),2 и больше,2 и больше,1,0,0,0,от 20000 до 50000 руб.,18000,6990,1,0,0
62165050,36,0,Среднее специальное,Состою в браке,2 и больше,2 и больше,1,0,0,1,от 10000 до 20000 руб.,12000,17770,1,0,0
61428008,27,1,Высшее,Состою в браке,0,0,1,0,0,0,от 10000 до 20000 руб.,11000,6367,1,1,0
61453733,28,1,Среднее специальное,Состою в браке,1,1,1,0,1,0,от 10000 до 20000 руб.,12000,11363,3,2,0
61917518,31,1,Среднее специальное,Состою в браке,2 и больше,2 и больше,1,0,0,1,от 5000 до 10000 руб.,8000,4350,1,1,0
60044737,54,0,Среднее,Состою в браке,0,0,1,0,0,0,от 10000 до 20000 руб.,10000,8398,1,1,0
61147083,44,0,Среднее специальное,Состою в браке,2 и больше,1,1,0,0,1,от 20000 до 50000 руб.,10000,11426,1,0,0
59925843,57,1,Среднее специальное,Вдовец/Вдова,0,0,0,1,0,1,от 5000 до 10000 руб.,8000,5970,2,2,0
74642839,41,1,Среднее специальное,Состою в браке,1,1,1,0,0,0,от 20000 до 50000 руб.,10000,28210,3,1,1
61288100,36,1,Среднее,Состою в браке,2 и больше,2 и больше,1,0,0,0,от 20000 до 50000 руб.,15000,32580,1,0,0
62443384,28,1,Среднее,Состою в браке,1,1,1,0,0,0,от 20000 до 50000 руб.,20000,26720,1,0,0
66518861,30,1,Среднее,Состою в браке,1,1,1,0,0,0,от 10000 до 20000 руб.,9000,13001,3,3,0
62022085,26,0,Высшее,Не состоял в браке,0,0,1,0,0,0,от 10000 до 20000 руб.,11000,4350,1,0,0
62946611,34,0,Среднее специальное,Состою в браке,1,1,1,0,0,0,от 10000 до 20000 руб.,15000,5398,1,1,0
61932249,58,1,Высшее,Состою в браке,2 и больше,2 и больше,1,0,0,0,от 10000 до 20000 руб.,15000,21696,1,1,0
62987668,61,1,Среднее,Вдовец/Вдова,0,0,0,1,0,0,от 5000 до 10000 руб.,6600,6930,1,0,0
62993406,26,1,Среднее специальное,Разведен(а),1,1,1,0,0,1,от 10000 до 20000 руб.,9000,10650,1,0,0
61921269,61,0,Высшее,Состою в браке,0,0,0,1,0,0,от 5000 до 10000 руб.,5000,6069,1,1,0
61315548,51,1,Среднее,Вдовец/Вдова,2 и больше,1,1,1,0,1,от 10000 до 20000 руб.,12000,27850,1,0,0
73824049,53,1,Среднее специальное,Состою в браке,2 и больше,0,1,0,0,1,от 20000 до 50000 руб.,12000,25538,1,0,0
66584074,27,0,Среднее,Не состоял в браке,0,0,1,0,1,0,от 10000 до 20000 руб.,7500,8010,2,2,0
66586006,31,1,Среднее,Не состоял в браке,0,0,1,0,0,0,от 5000 до 10000 руб.,10000,29700,1,1,0
64372750,61,0,Среднее специальное,Состою в браке,1,0,0,1,0,1,от 10000 до 20000 руб.,11000,4890,1,1,0
63897597,55,1,Среднее специальное,Состою в браке,2 и больше,0,1,0,0,0,от 10000 до 20000 руб.,6000,36260,1,0,0
75017962,37,1,Высшее,Состою в браке,1,1,1,0,0,1,от 20000 до 50000 руб.,20000,12716,2,2,0
64824256,25,1,Среднее специальное,Состою в браке,1,1,1,0,0,0,от 20000 до 50000 руб.,12800,24260,1,0,1
67316460,51,1,Среднее,Разведен(а),1,0,1,0,0,0,от 10000 до 20000 руб.,12000,21500,2,1,0
64836516,47,1,Среднее специальное,Состою в браке,2 и больше,1,1,0,0,0,от 20000 до 50000 руб.,17000,8278,1,0,0
61290849,32,0,Среднее специальное,Состою в браке,1,2 и больше,1,0,0,0,от 10000 до 20000 руб.,17000,10400,1,0,0
72284954,25,0,Среднее специальное,Не состоял в браке,0,0,1,0,1,0,от 10000 до 20000 руб.,12000,11429,1,0,0
74171742,52,1,Среднее,Состою в браке,2 и больше,0,1,0,0,0,от 10000 до 20000 руб.,3700,6219,2,2,0
66083302,22,1,Среднее специальное,Не состоял в браке,0,0,1,0,0,0,от 5000 до 10000 руб.,8000,3490,1,1,0
66079406,24,1,Среднее специальное,Не состоял в браке,0,0,1,0,0,0,от 5000 до 10000 руб.,7000,6519,1,1,0
74171872,26,1,Среднее специальное,Не состоял в браке,1,1,1,0,0,0,от 5000 до 10000 руб.,7000,6600,1,1,1
61422318,54,1,Среднее,Не состоял в браке,0,0,1,1,0,0,от 20000 до 50000 руб.,30000,7035,2,2,0
65422567,26,1,Среднее,Состою в браке,0,0,1,0,0,0,от 20000 до 50000 руб.,7000,5990,2,2,0
59923663,57,1,Среднее специальное,Состою в браке,0,0,0,1,0,0,от 10000 до 20000 руб.,3000,3280,1,1,1
64830856,28,1,Среднее специальное,Не состоял в браке,0,0,1,0,0,1,от 10000 до 20000 руб.,15000,13850,1,0,0
61440796,45,0,Среднее специальное,Состою в браке,1,1,1,0,0,0,от 20000 до 50000 руб.,30000,15880,1,0,1
62178044,48,0,Среднее специальное,Состою в браке,1,0,1,0,0,0,от 10000 до 20000 руб.,7000,15700,1,0,0
74843136,54,1,Высшее,Состою в браке,0,0,1,0,0,1,от 20000 до 50000 руб.,20000,11796,3,3,0
72298147,39,1,Среднее,Не состоял в браке,1,1,1,0,0,0,от 5000 до 10000 руб.,6000,8835,1,0,0
